mol_id,row_type,family,tier,variant,method,display_label,source,rotatable_bonds,heavy_atoms,conformer_count,clash_cutoff,clash_input_confs,clash_pass_confs,clash_fail_confs,clash_pass_rate,pb_input_confs,pb_pass_confs,pb_fail_confs,pb_pass_rate,pb_check_fail_counts_json,pb_check_fail_rates_json,post_pb_confs,mean_torsion_std_deg,pairwise_mean,pairwise_p90,greedy_clusters_0p5,clusters_per_100_0p5,cluster_entropy_0p5,largest_cluster_fraction_0p5,effective_clusters_0p5,simpson_concentration_0p5,singleton_fraction_0p5,greedy_clusters_1p0,clusters_per_100_1p0,cluster_entropy_1p0,largest_cluster_fraction_1p0,effective_clusters_1p0,simpson_concentration_1p0,singleton_fraction_1p0,greedy_clusters_2p0,clusters_per_100_2p0,cluster_entropy_2p0,largest_cluster_fraction_2p0,effective_clusters_2p0,simpson_concentration_2p0,singleton_fraction_2p0,greedy_clusters_3p0,clusters_per_100_3p0,cluster_entropy_3p0,largest_cluster_fraction_3p0,effective_clusters_3p0,simpson_concentration_3p0,singleton_fraction_3p0,energy_count,energy_min,energy_max,energy_median,energy_std,casf_best_rmsd,casf_median_rmsd,casf_hit_0p25,casf_hit_0p5,casf_hit_0p75,casf_hit_2p0,casf_opt_best_rmsd,casf_opt_median_rmsd,casf_opt_hit_0p25,casf_opt_hit_0p5,casf_opt_hit_0p75,casf_opt_hit_2p0,chembl_load_status,chembl_conformer_count_loaded,chembl_conformer_count_sampled,ligand_set
3fhb_3fhb_conf0,reference,casf_crystal,reference,,casf_crystal,CASF crystal,casf_crystal,1,10,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,31.169402269560504,31.169402269560504,31.169402269560504,0.0,,,,,,,,,,,,,,,,ref
3fhb_3fhb_conf0,reference,casf_opt,reference,,casf_opt,CASF optimized,casf_opt,1,10,0,0.7,0,0,0,,0,0,0,,{},{},0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,ref
3fhb_3fhb_conf0,reference,chembl3d_sdf,reference,,chembl3d_sdf,ChEMBL3D topology SDF,chembl3d_sdf,1,10,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,27.050553207553236,27.050553207553236,27.050553207553236,0.0,,,,,,,,,,,,,,,,ref
3fhb_3fhb_conf0,reference,chembl3d_gt,reference,,chembl3d_gt,ChEMBL3D ground truth,chembl3d_gt,1,10,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,27.754404235532636,27.754404235532636,27.754404235532636,0.0,0.21878159479677656,0.21878159479677656,1.0,1.0,1.0,1.0,,,,,,,ok,,,ref
3fhb_3fhb_conf0,reference,chembl3d_gt_pb,reference,,chembl3d_gt_pb,ChEMBL3D ground truth PB,chembl3d_gt_pb,1,10,1,0.7,1,1,0,1.0,1,1,0,1.0,{},{},1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,27.754404235532636,27.754404235532636,27.754404235532636,0.0,0.21878159479677656,0.21878159479677656,1.0,1.0,1.0,1.0,,,,,,,ok,,,ref
3fj7_3fj7_conf0,reference,casf_crystal,reference,,casf_crystal,CASF crystal,casf_crystal,3,10,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,120.83062165619543,120.83062165619543,120.83062165619543,0.0,,,,,,,,,,,,,,,,ref
3fj7_3fj7_conf0,reference,casf_opt,reference,,casf_opt,CASF optimized,casf_opt,3,10,0,0.7,0,0,0,,0,0,0,,{},{},0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,ref
3fj7_3fj7_conf0,reference,chembl3d_sdf,reference,,chembl3d_sdf,ChEMBL3D topology SDF,chembl3d_sdf,3,10,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,138.45019509842558,138.45019509842558,138.45019509842558,0.0,,,,,,,,,,,,,,,,ref
3fj7_3fj7_conf0,reference,chembl3d_gt,reference,,chembl3d_gt,ChEMBL3D ground truth,chembl3d_gt,3,10,3,0.7,3,3,0,1.0,3,3,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",3,24.05220427868546,0.11862394550344706,0.17538935133896463,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,3,118.07461025704804,121.38566791806136,118.12122549076803,1.5499770670591142,0.6683890576945722,0.6715161271100744,0.0,0.0,1.0,1.0,,,,,,,ok,,,ref
3fj7_3fj7_conf0,reference,chembl3d_gt_pb,reference,,chembl3d_gt_pb,ChEMBL3D ground truth PB,chembl3d_gt_pb,3,10,3,0.7,3,3,0,1.0,3,3,0,1.0,{},{},3,24.05220427868546,0.11862394550344706,0.17538935133896463,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,3,118.07461025704804,121.38566791806136,118.12122549076803,1.5499770670591142,0.6683890576945722,0.6715161271100744,0.0,0.0,1.0,1.0,,,,,,,ok,,,ref
3fjg_3fjg_conf0,reference,casf_crystal,reference,,casf_crystal,CASF crystal,casf_crystal,4,11,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,117.89811910310473,117.89811910310473,117.89811910310473,0.0,,,,,,,,,,,,,,,,ref
3fjg_3fjg_conf0,reference,casf_opt,reference,,casf_opt,CASF optimized,casf_opt,4,11,0,0.7,0,0,0,,0,0,0,,{},{},0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,ref
3fjg_3fjg_conf0,reference,chembl3d_sdf,reference,,chembl3d_sdf,ChEMBL3D topology SDF,chembl3d_sdf,4,11,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,130.7515806687636,130.7515806687636,130.7515806687636,0.0,,,,,,,,,,,,,,,,ref
3fjg_3fjg_conf0,reference,chembl3d_gt,reference,,chembl3d_gt,ChEMBL3D ground truth,chembl3d_gt,4,11,134,0.7,134,134,0,1.0,134,134,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",134,113.92903391018824,0.714634042059642,1.0155805906803086,9.0,6.7164179104477615,0.9122461794119612,0.291044776119403,7.421711759955802,0.15927823568723545,0.0,3.0,2.2388059701492535,0.7428584704483924,0.5522388059701493,2.261692539731913,0.4748273557585209,0.0,1.0,0.746268656716418,0.0,1.0,1.0,1.0,0.0,1.0,0.746268656716418,0.0,1.0,1.0,1.0,0.0,134,106.58541753973373,131.2049946231741,120.84842497729187,7.094374697538204,0.10703076028557564,0.7944927471448779,1.0,1.0,1.0,1.0,,,,,,,ok,,,ref
3fjg_3fjg_conf0,reference,chembl3d_gt_pb,reference,,chembl3d_gt_pb,ChEMBL3D ground truth PB,chembl3d_gt_pb,4,11,134,0.7,134,134,0,1.0,134,134,0,1.0,{},{},134,113.92903391018824,0.714634042059642,1.0155805906803086,9.0,6.7164179104477615,0.9122461794119612,0.291044776119403,7.421711759955802,0.15927823568723545,0.0,3.0,2.2388059701492535,0.7428584704483924,0.5522388059701493,2.261692539731913,0.4748273557585209,0.0,1.0,0.746268656716418,0.0,1.0,1.0,1.0,0.0,1.0,0.746268656716418,0.0,1.0,1.0,1.0,0.0,134,106.58541753973373,131.2049946231741,120.84842497729187,7.094374697538204,0.10703076028557564,0.7944927471448779,1.0,1.0,1.0,1.0,,,,,,,ok,,,ref
3fl5_3fl5_conf0,reference,casf_crystal,reference,,casf_crystal,CASF crystal,casf_crystal,0,20,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,50.675342511331145,50.675342511331145,50.675342511331145,0.0,,,,,,,,,,,,,,,,ref
3fl5_3fl5_conf0,reference,casf_opt,reference,,casf_opt,CASF optimized,casf_opt,0,20,0,0.7,0,0,0,,0,0,0,,{},{},0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,ref
3fl5_3fl5_conf0,reference,chembl3d_sdf,reference,,chembl3d_sdf,ChEMBL3D topology SDF,chembl3d_sdf,0,20,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,41.707243104671825,41.707243104671825,41.707243104671825,0.0,,,,,,,,,,,,,,,,ref
3fl5_3fl5_conf0,reference,chembl3d_gt,reference,,chembl3d_gt,ChEMBL3D ground truth,chembl3d_gt,0,20,3,0.7,3,3,0,1.0,3,3,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",3,84.85302164530088,0.017434200134537052,0.01869264987196116,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,3,36.499460360810566,46.64634381935203,46.58502681327872,4.768899877372225,0.0468327299176284,0.04978857400475674,1.0,1.0,1.0,1.0,,,,,,,ok,,,ref
3fl5_3fl5_conf0,reference,chembl3d_gt_pb,reference,,chembl3d_gt_pb,ChEMBL3D ground truth PB,chembl3d_gt_pb,0,20,3,0.7,3,3,0,1.0,3,3,0,1.0,{},{},3,84.85302164530088,0.017434200134537052,0.01869264987196116,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,1.0,33.333333333333336,0.0,1.0,1.0,1.0,0.0,3,36.499460360810566,46.64634381935203,46.58502681327872,4.768899877372225,0.0468327299176284,0.04978857400475674,1.0,1.0,1.0,1.0,,,,,,,ok,,,ref
3fql_3fql_conf0,reference,casf_crystal,reference,,casf_crystal,CASF crystal,casf_crystal,7,31,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,61.99338197994906,61.99338197994906,61.99338197994906,0.0,,,,,,,,,,,,,,,,ref
3fql_3fql_conf0,reference,casf_opt,reference,,casf_opt,CASF optimized,casf_opt,7,31,0,0.7,0,0,0,,0,0,0,,{},{},0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,ref
3fql_3fql_conf0,reference,chembl3d_sdf,reference,,chembl3d_sdf,ChEMBL3D topology SDF,chembl3d_sdf,7,31,1,0.7,1,1,0,1.0,1,1,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",1,0.0,,,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1,12.232003098490221,12.232003098490221,12.232003098490221,0.0,,,,,,,,,,,,,,,,ref
3fql_3fql_conf0,reference,chembl3d_gt,reference,,chembl3d_gt,ChEMBL3D ground truth,chembl3d_gt,7,31,129,0.7,129,129,0,1.0,129,129,0,1.0,"{""all_atoms_connected"":0,""bond_angles"":0,""bond_lengths"":0,""bonds"":0,""double_bond_stereochemistry"":0,""energy_ratio"":0,""file_loads"":0,""inchi_convertible"":0,""internal_steric_clash"":0,""molecular_formula"":0,""no_radicals"":0,""planar_aromatic_rings"":0,""planar_double_bonds"":0,""reference_file_loads"":0,""sanitisation"":0,""tetrahedral_chirality"":0}","{""all_atoms_connected"":0.0,""bond_angles"":0.0,""bond_lengths"":0.0,""bonds"":0.0,""double_bond_stereochemistry"":0.0,""energy_ratio"":0.0,""file_loads"":0.0,""inchi_convertible"":0.0,""internal_steric_clash"":0.0,""molecular_formula"":0.0,""no_radicals"":0.0,""planar_aromatic_rings"":0.0,""planar_double_bonds"":0.0,""reference_file_loads"":0.0,""sanitisation"":0.0,""tetrahedral_chirality"":0.0}",129,96.0931100683434,1.4040957124368678,2.1400682045816932,30.0,23.25581395348837,0.9644399976071519,0.06976744186046512,26.58243859685103,0.04104320653806864,0.1,4.0,3.10077519379845,0.9662000806976124,0.35658914728682173,3.8168967508654714,0.2734811609879214,0.0,2.0,1.550387596899225,0.9842944391410947,0.5736434108527132,1.9783455514349948,0.5108467039240431,0.0,1.0,0.7751937984496124,0.0,1.0,1.0,1.0,0.0,129,9.344257641145997,19.828328894222572,14.883575075739508,2.2934044738951376,0.48892635471776125,0.9936682682565076,0.0,1.0,1.0,1.0,,,,,,,ok,,,ref
3fql_3fql_conf0,reference,chembl3d_gt_pb,reference,,chembl3d_gt_pb,ChEMBL3D ground truth PB,chembl3d_gt_pb,7,31,129,0.7,129,129,0,1.0,129,129,0,1.0,{},{},129,96.0931100683434,1.4040957124368678,2.1400682045816932,30.0,23.25581395348837,0.9644399976071519,0.06976744186046512,26.58243859685103,0.04104320653806864,0.1,4.0,3.10077519379845,0.9662000806976124,0.35658914728682173,3.8168967508654714,0.2734811609879214,0.0,2.0,1.550387596899225,0.9842944391410947,0.5736434108527132,1.9783455514349948,0.5108467039240431,0.0,1.0,0.7751937984496124,0.0,1.0,1.0,1.0,0.0,129,9.344257641145997,19.828328894222572,14.883575075739508,2.2934044738951376,0.48892635471776125,0.9936682682565076,0.0,1.0,1.0,1.0,,,,,,,ok,,,ref
